Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;RingPosition_x;RingPosition_y;RingPosition_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;PalmPosition_x;PalmPosition_y;PalmPosition_z;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;GrabIdentifier;MovedCorrectly;
11196;13.1619;-0.0494;1.1517;0.0934;29.4625;354.1715;346.6327;True;True;-0.1148;0.8852;0.4414;10.0949;39.7508;19.1935;-0.1834;0.8545;0.4893;-0.1991;0.2764;-0.3209;-160.1740;-0.1810;0.8248;0.4825;True;False;False;1.0000;0.8659;0.7146;0.5655;0.0000;0.0000;0.0000;0.0000;949e2d91-b08d-4ca4-a943-c9729e50603f;False;
11200;13.2179;-0.0495;1.1503;0.0938;29.9129;354.1739;346.8149;True;True;-0.1144;0.9046;0.4312;16.5277;48.1396;27.2679;-0.1767;0.8639;0.4802;0.0759;0.3310;-0.0172;161.8568;-0.1748;0.8360;0.4681;True;False;False;0.9796;0.7393;0.6065;0.4414;0.0000;0.0000;0.0000;0.0000;949e2d91-b08d-4ca4-a943-c9729e50603f;False;
11204;13.2736;-0.0491;1.1496;0.0934;30.3841;354.4312;347.2585;True;True;-0.1073;0.9146;0.4346;23.9518;50.5112;29.5098;-0.1714;0.8733;0.4807;0.1238;0.1488;0.0843;159.2125;-0.1719;0.8468;0.4656;True;False;False;0.9536;0.7242;0.5865;0.4203;0.0000;0.0000;0.0000;0.0000;949e2d91-b08d-4ca4-a943-c9729e50603f;False;
11208;13.3293;-0.0474;1.1501;0.0917;30.3821;354.8686;347.8107;True;True;-0.1039;0.9278;0.4358;19.2304;50.1589;31.5727;-0.1652;0.8824;0.4818;0.0243;0.3622;0.0064;158.3296;-0.1632;0.8556;0.4674;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;949e2d91-b08d-4ca4-a943-c9729e50603f;False;
11212;13.3852;-0.0453;1.1508;0.0902;30.0350;355.0654;347.8663;True;True;-0.1030;0.9477;0.4343;14.5417;51.5338;34.9970;-0.1591;0.8968;0.4811;0.0269;0.3366;-0.0535;156.3188;-0.1545;0.8702;0.4669;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;True;
11216;13.4392;-0.0431;1.1514;0.0885;29.9501;355.3174;347.7307;True;True;-0.0981;0.9503;0.4323;14.5854;55.2154;33.8524;-0.1515;0.9008;0.4836;0.1573;-0.0196;0.0000;157.8382;-0.1482;0.8739;0.4695;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11220;13.4960;-0.0408;1.1522;0.0867;29.8025;355.5874;347.6769;True;True;-0.0900;0.9521;0.4325;8.7239;51.7105;31.3901;-0.1433;0.9045;0.4856;0.0749;0.0088;-0.0060;158.7579;-0.1378;0.8767;0.4743;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11224;13.5516;-0.0393;1.1534;0.0861;29.3289;355.8431;347.4604;True;True;-0.0889;0.9503;0.4297;8.2688;49.4165;30.2748;-0.1445;0.9041;0.4818;0.0087;-0.0668;-0.0551;158.9405;-0.1387;0.8760;0.4713;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11228;13.6073;-0.0380;1.1533;0.0870;29.1973;356.8681;347.0800;True;True;-0.0864;0.9466;0.4268;9.6784;49.6496;29.2442;-0.1430;0.9020;0.4792;0.0774;-0.0776;-0.0552;159.4536;-0.1382;0.8738;0.4686;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11232;13.6617;-0.0373;1.1523;0.0882;30.5760;0.2555;348.8334;True;True;-0.0729;0.9453;0.4242;7.8788;45.2564;22.3214;-0.1349;0.9099;0.4774;0.3586;0.0753;-0.1024;160.8204;-0.1312;0.8804;0.4702;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11236;13.7174;-0.0366;1.1514;0.0898;31.7260;5.0807;353.4595;True;True;-0.0429;0.9604;0.4039;0.5404;36.7350;6.6359;-0.1146;0.9477;0.4552;0.7006;0.3911;-0.4945;-161.4469;-0.1143;0.9172;0.4566;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11240;13.7740;-0.0359;1.1503;0.0915;31.7350;9.8651;358.2966;True;True;0.0141;0.9701;0.3732;5.1821;31.6386;355.0116;-0.0622;0.9756;0.4189;1.1855;0.0394;-0.5589;-158.1977;-0.0685;0.9459;0.4214;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11244;13.8431;-0.0323;1.1477;0.0930;31.6396;14.0636;3.8534;True;True;0.0972;0.9636;0.3224;14.0423;32.3799;350.3082;0.0236;0.9763;0.3709;0.8507;-0.0969;-0.5332;-156.4277;0.0129;0.9476;0.3711;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11248;13.8976;-0.0269;1.1452;0.0923;32.6399;16.5659;6.6926;True;True;0.1420;0.9420;0.3282;20.7352;39.9617;358.9654;0.0726;0.9418;0.3840;0.5770;-0.4663;0.2477;-156.1693;0.0632;0.9131;0.3800;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11252;13.9521;-0.0220;1.1449;0.0910;33.2620;18.2709;6.9996;True;True;0.1648;0.9158;0.3222;11.8712;49.5120;10.9799;0.1041;0.8973;0.3848;0.1955;-0.3958;-0.2523;-155.9119;0.1017;0.8671;0.3804;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11256;14.0090;-0.0176;1.1475;0.0914;32.1131;18.8470;7.0719;True;True;0.1647;0.9019;0.3100;1.7995;54.2903;28.2368;0.1172;0.8578;0.3710;-0.2260;-0.1536;-0.2211;-163.5572;0.1240;0.8292;0.3627;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11260;14.0643;-0.0153;1.1493;0.0926;31.4635;18.3689;6.8090;True;True;0.1577;0.8883;0.2989;2.4496;52.7542;34.7818;0.1112;0.8357;0.3537;-0.0728;-0.2739;-0.2049;-164.6205;0.1200;0.8085;0.3429;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11264;14.1196;-0.0133;1.1494;0.0938;31.2962;17.5747;6.3859;True;True;0.1563;0.8750;0.2964;4.1594;51.6263;35.2140;0.1077;0.8220;0.3490;-0.0254;-0.1347;-0.0286;-164.5837;0.1162;0.7949;0.3377;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11268;14.1763;-0.0117;1.1482;0.0949;31.7268;17.0033;5.6980;True;True;0.1504;0.8742;0.2982;2.9530;50.1693;35.5782;0.1015;0.8206;0.3499;-0.1283;0.0263;-0.0158;-164.6872;0.1108;0.7936;0.3391;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11272;14.2315;-0.0104;1.1469;0.0963;32.2581;16.8693;4.7147;True;True;0.1428;0.8699;0.2969;1.1519;47.5721;36.4703;0.0934;0.8151;0.3469;-0.1042;-0.1104;-0.0449;-165.2935;0.1041;0.7884;0.3367;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11276;14.2874;-0.0096;1.1457;0.0978;32.6231;17.0787;4.3615;True;True;0.1393;0.8620;0.2936;1.2583;42.9840;38.3213;0.0873;0.8049;0.3382;-0.0484;-0.1473;-0.0695;-164.2883;0.0994;0.7787;0.3283;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11280;14.3425;-0.0093;1.1445;0.0991;32.9964;17.4708;4.1507;True;True;0.1393;0.8582;0.2877;2.4821;41.0041;37.6020;0.0845;0.8022;0.3300;0.0056;-0.0929;-0.0974;-163.5617;0.0963;0.7757;0.3203;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11284;14.3974;-0.0096;1.1436;0.0999;33.2991;17.6693;4.0262;True;True;0.1443;0.8464;0.2841;2.4558;39.6172;34.2431;0.0861;0.7945;0.3273;0.2053;-0.2394;-0.0316;-163.5478;0.0969;0.7672;0.3189;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11288;14.4537;-0.0104;1.1433;0.1010;33.2681;17.6226;3.9714;True;True;0.1586;0.8377;0.2843;358.6112;32.1703;24.8006;0.0907;0.7982;0.3263;0.2643;-0.0868;0.0640;-159.6828;0.0996;0.7691;0.3234;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11292;14.5093;-0.0119;1.1433;0.1020;33.2327;17.1284;4.0360;True;True;0.1694;0.8417;0.2901;354.3177;26.9191;13.5968;0.0931;0.8184;0.3297;0.1072;0.2826;0.0885;-150.4364;0.0980;0.7884;0.3324;True;False;False;1.0000;0.7501;0.6420;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11296;14.5644;-0.0135;1.1434;0.1027;33.2672;16.4384;4.3834;True;True;0.1715;0.8553;0.2926;355.4277;30.4023;9.5894;0.0960;0.8380;0.3367;0.0165;0.2472;0.0327;-149.1355;0.0990;0.8078;0.3396;True;False;False;1.0000;0.8627;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11300;14.6194;-0.0150;1.1435;0.1031;33.1145;15.7542;4.9460;True;True;0.1757;0.8706;0.2974;353.6911;31.2183;6.3349;0.1001;0.8583;0.3429;0.0658;0.3063;0.1249;-148.9852;0.1020;0.8282;0.3475;True;False;False;1.0000;0.9035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11304;14.6761;-0.0166;1.1437;0.1029;33.0374;14.7683;5.3474;True;True;0.1755;0.8900;0.3016;352.0981;31.3529;0.9234;0.0990;0.8860;0.3470;-0.0671;0.3676;0.0722;-147.4764;0.0989;0.8563;0.3538;True;False;False;1.0000;0.9297;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11308;14.7317;-0.0193;1.1441;0.1025;32.9405;12.9727;5.1817;True;True;0.1689;0.9167;0.2998;351.5766;33.2493;355.6731;0.0933;0.9208;0.3467;-0.1400;0.5183;-0.0282;-148.4605;0.0913;0.8915;0.3552;True;False;False;1.0000;0.9412;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11312;14.7879;-0.0240;1.1448;0.1016;32.8345;9.3636;3.9409;True;True;0.1585;0.9386;0.3058;354.2081;33.2788;351.2691;0.0832;0.9495;0.3520;-0.2941;0.2395;0.1267;-150.1011;0.0785;0.9206;0.3606;True;False;False;1.0000;0.9453;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11316;14.8430;-0.0297;1.1457;0.1000;32.6304;4.4752;1.9867;True;True;0.1382;0.9539;0.3061;355.5055;32.0774;344.9118;0.0631;0.9746;0.3494;-0.5363;0.4009;-0.0524;-150.9776;0.0552;0.9467;0.3589;True;False;False;1.0000;0.9477;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11320;14.8963;-0.0361;1.1468;0.0973;32.2827;358.8705;358.5676;True;True;0.1077;0.9671;0.3081;0.0284;31.2567;342.1544;0.0338;0.9922;0.3511;-0.6895;0.1839;0.0969;-154.1338;0.0234;0.9647;0.3592;True;False;False;1.0000;0.9511;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11324;14.9524;-0.0415;1.1482;0.0947;31.4807;354.1698;354.6432;True;True;0.0708;0.9661;0.3268;357.7993;29.5511;341.6853;-0.0046;0.9917;0.3666;-0.6646;-0.1751;0.4299;-155.1929;-0.0149;0.9644;0.3755;True;False;False;1.0000;0.9496;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11328;15.0086;-0.0458;1.1501;0.0930;30.3012;351.9080;351.6469;True;True;0.0274;0.9560;0.3500;357.3112;28.6874;344.2619;-0.0497;0.9778;0.3892;-0.8023;-0.2113;0.3449;-154.6200;-0.0589;0.9499;0.3975;True;False;False;1.0000;0.9483;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11332;15.0638;-0.0483;1.1513;0.0922;29.5141;351.6692;349.7663;True;True;-0.0101;0.9465;0.3697;355.2492;25.9856;348.8555;-0.0903;0.9612;0.4056;-0.6118;-0.1737;0.3699;-154.4521;-0.0974;0.9326;0.4135;True;False;False;1.0000;0.9372;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11336;15.1184;-0.0504;1.1525;0.0925;29.0471;352.3849;348.7978;True;True;-0.0352;0.9164;0.4006;348.6546;21.2480;350.8018;-0.1189;0.9277;0.4290;-0.4267;-0.5489;0.4914;-147.4882;-0.1244;0.8994;0.4390;True;False;False;1.0000;0.9450;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11340;15.1753;-0.0520;1.1530;0.0937;28.6394;353.3107;348.3976;True;True;-0.0496;0.8945;0.4170;351.6691;22.8098;353.1362;-0.1324;0.9025;0.4488;-0.1470;-0.3338;0.2028;-145.0562;-0.1372;0.8735;0.4572;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11344;15.2303;-0.0535;1.1526;0.0954;28.4191;353.8569;348.0938;True;True;-0.0582;0.8692;0.4351;354.6209;24.9284;356.1554;-0.1397;0.8726;0.4708;-0.1169;-0.4903;0.3920;-144.7149;-0.1434;0.8430;0.4774;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11348;15.2860;-0.0554;1.1515;0.0973;28.6003;354.2380;347.9222;True;True;-0.0644;0.8496;0.4545;355.6691;26.4472;6.4614;-0.1437;0.8371;0.4932;-0.1089;-0.2749;0.3169;-146.0688;-0.1425;0.8068;0.4970;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11352;15.3412;-0.0572;1.1500;0.0983;29.3314;354.2993;348.5091;True;True;-0.0766;0.8727;0.4443;357.4376;33.5829;25.8167;-0.1424;0.8317;0.4882;-0.2154;0.5183;-0.2575;-155.4255;-0.1329;0.8029;0.4854;True;False;False;1.0000;0.9931;0.8387;0.0000;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11356;15.3966;-0.0581;1.1490;0.0985;29.7346;354.1343;349.0833;True;True;-0.0780;0.8935;0.4352;3.9943;43.5484;32.9065;-0.1348;0.8434;0.4821;0.0302;0.3663;0.0112;159.2139;-0.1255;0.8157;0.4729;True;False;False;1.0000;0.8652;0.6934;0.5163;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11360;15.4533;-0.0578;1.1486;0.0983;29.8728;354.2072;349.1652;True;True;-0.0753;0.9118;0.4375;6.6518;43.9373;31.8177;-0.1339;0.8634;0.4839;0.0927;0.2622;0.0318;157.8316;-0.1260;0.8356;0.4741;True;False;False;1.0000;0.7449;0.5523;0.3632;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11364;15.5084;-0.0555;1.1492;0.0969;29.7974;354.3828;349.1249;True;True;-0.0710;0.9214;0.4380;3.9031;44.2960;31.4041;-0.1280;0.8732;0.4867;0.0222;0.0500;-0.0165;157.7962;-0.1194;0.8452;0.4779;True;False;False;0.9878;0.6005;0.4214;0.2493;0.0000;0.0000;0.0000;0.0000;693f31eb-3a40-4f96-bf36-1fb4655968f8;False;
11368;15.5647;-0.0537;1.1499;0.0957;29.5379;354.8964;349.1020;True;True;-0.0735;0.9226;0.4366;356.9763;47.2462;34.0028;-0.1218;0.8708;0.4906;-0.0820;0.0105;-0.0306;159.6824;-0.1104;0.8436;0.4827;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;True;
11372;15.6187;-0.0528;1.1504;0.0950;29.1692;355.1604;349.3406;True;True;-0.0725;0.9241;0.4365;355.1973;47.6142;36.8702;-0.1173;0.8688;0.4901;-0.0117;-0.0088;0.0193;159.5534;-0.1044;0.8425;0.4817;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11376;15.6759;-0.0521;1.1504;0.0946;29.1629;355.2482;349.0246;True;True;-0.0740;0.9206;0.4371;357.3643;46.6183;39.8008;-0.1191;0.8618;0.4865;-0.0481;-0.0757;-0.0137;157.4347;-0.1060;0.8361;0.4766;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11380;15.7305;-0.0520;1.1501;0.0958;29.2340;355.2751;348.9608;True;True;-0.0735;0.9165;0.4360;1.4367;50.0408;43.0308;-0.1167;0.8541;0.4827;0.0564;-0.0566;-0.0271;154.9969;-0.1046;0.8292;0.4698;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11384;15.7863;-0.0520;1.1488;0.0974;29.6263;355.4313;349.2061;True;True;-0.0684;0.9116;0.4339;0.6858;54.3342;44.2535;-0.1066;0.8478;0.4830;0.1264;-0.1207;-0.0522;154.8382;-0.0949;0.8233;0.4690;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11388;15.8426;-0.0523;1.1480;0.0990;30.1042;355.5922;349.3203;True;True;-0.0682;0.9082;0.4329;359.5896;53.8197;46.2253;-0.1044;0.8423;0.4806;-0.0699;0.0004;-0.0065;154.6774;-0.0918;0.8184;0.4663;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11392;15.8965;-0.0522;1.1472;0.1008;30.3869;355.9449;349.2445;True;True;-0.0691;0.9116;0.4334;3.4737;54.8027;45.8172;-0.1084;0.8464;0.4795;-0.0037;0.0723;0.0187;153.3046;-0.0975;0.8223;0.4642;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11396;15.9526;-0.0515;1.1460;0.1019;31.1851;357.9918;349.6597;True;True;-0.0678;0.9185;0.4332;4.0395;55.4098;42.0163;-0.1093;0.8575;0.4830;0.0522;0.2130;-0.0163;154.4207;-0.0997;0.8322;0.4688;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11400;16.0081;-0.0503;1.1448;0.1029;32.2891;1.6815;352.0081;True;True;-0.0515;0.9447;0.4283;5.3104;50.9383;29.6994;-0.1041;0.8989;0.4837;0.5883;0.7286;-0.2641;158.0683;-0.0976;0.8706;0.4742;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11404;16.0638;-0.0498;1.1444;0.1044;32.5227;5.8240;355.8099;True;True;-0.0111;0.9658;0.4124;11.0891;38.0082;12.3148;-0.0827;0.9452;0.4612;0.7625;0.1927;-0.1883;158.9030;-0.0834;0.9151;0.4563;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11408;16.1190;-0.0482;1.1439;0.1053;32.3854;9.5668;0.2364;True;True;0.0494;0.9661;0.3974;21.1150;31.3280;356.0105;-0.0267;0.9702;0.4436;1.2594;0.0069;-0.7610;-153.4112;-0.0368;0.9418;0.4388;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11412;16.1765;-0.0448;1.1433;0.1050;32.0707;13.6247;4.5313;True;True;0.1036;0.9640;0.3648;23.7589;40.3908;352.7711;0.0375;0.9728;0.4238;0.7063;-0.0674;-0.2408;-156.4545;0.0248;0.9452;0.4210;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11416;16.2308;-0.0408;1.1429;0.1032;31.8635;16.7377;7.7625;True;True;0.1483;0.9514;0.3487;16.3960;51.1348;357.6266;0.0915;0.9531;0.4173;0.7004;-0.4310;-0.2746;-159.2258;0.0828;0.9238;0.4170;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11420;16.2864;-0.0363;1.1446;0.1010;31.2911;18.9501;9.3967;True;True;0.1841;0.9197;0.3574;10.3317;61.6608;6.4007;0.1389;0.9079;0.4332;0.6948;-0.6776;0.3488;-160.0442;0.1352;0.8776;0.4320;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11424;16.3413;-0.0321;1.1480;0.0998;30.2562;20.3288;9.8899;True;True;0.2071;0.8906;0.3757;359.5750;71.1311;21.3268;0.1793;0.8560;0.4529;0.3485;-0.4584;0.1865;-160.1057;0.1833;0.8264;0.4467;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11428;16.3973;-0.0288;1.1512;0.0989;29.0847;20.9815;9.7569;True;True;0.2011;0.8810;0.3689;355.7663;77.3780;30.7159;0.1865;0.8335;0.4428;-0.1870;-0.1772;-0.0773;-166.3045;0.1927;0.8057;0.4319;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11432;16.4533;-0.0267;1.1533;0.0993;28.1744;20.8808;9.5793;True;True;0.1992;0.8767;0.3670;0.1567;76.6093;30.5931;0.1800;0.8294;0.4400;0.0341;-0.0563;0.0168;-166.0531;0.1843;0.8013;0.4288;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11436;16.5089;-0.0245;1.1539;0.0995;27.8834;20.8086;8.8869;True;True;0.1990;0.8760;0.3698;1.5822;75.0312;28.3284;0.1763;0.8318;0.4437;-0.0596;0.0334;0.0962;-165.3714;0.1799;0.8032;0.4335;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11440;16.5647;-0.0229;1.1538;0.0999;27.9383;20.8629;8.2336;True;True;0.1949;0.8744;0.3780;358.8582;72.5076;27.0936;0.1707;0.8318;0.4524;-0.0815;-0.0335;0.1342;-165.1093;0.1758;0.8031;0.4433;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11444;16.6193;-0.0221;1.1537;0.1007;27.9554;20.8228;7.6751;True;True;0.1865;0.8717;0.3848;351.2855;68.4091;28.1058;0.1627;0.8280;0.4587;-0.1693;-0.0492;0.1148;-165.3195;0.1721;0.8000;0.4509;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11448;16.6762;-0.0220;1.1537;0.1013;27.8481;20.9030;7.2118;True;True;0.1806;0.8680;0.3893;348.9332;66.9308;29.2189;0.1572;0.8230;0.4625;-0.0632;-0.0701;0.0313;-165.6862;0.1680;0.7955;0.4550;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11452;16.7313;-0.0227;1.1537;0.1022;27.7109;20.8212;7.0220;True;True;0.1803;0.8636;0.3884;347.8997;65.2459;28.4191;0.1551;0.8198;0.4618;0.0165;-0.0757;-0.0491;-165.2370;0.1664;0.7922;0.4551;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11456;16.7866;-0.0239;1.1537;0.1031;27.6762;20.7026;7.0008;True;True;0.1810;0.8578;0.3864;346.5482;64.0297;27.6648;0.1546;0.8152;0.4601;0.0138;-0.1263;-0.0293;-164.9757;0.1666;0.7877;0.4543;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11460;16.8418;-0.0257;1.1536;0.1043;27.5948;20.2605;6.8014;True;True;0.1798;0.8511;0.3874;348.0633;64.6335;25.6818;0.1521;0.8110;0.4619;-0.0190;-0.1363;0.0522;-164.6197;0.1630;0.7829;0.4566;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11464;16.8972;-0.0280;1.1533;0.1060;27.6086;19.6450;6.5419;True;True;0.1829;0.8429;0.3912;355.7029;64.3923;16.9824;0.1468;0.8146;0.4676;0.1470;-0.2060;0.1398;-161.8390;0.1524;0.7847;0.4648;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11468;16.9530;-0.0304;1.1528;0.1074;27.9418;18.8348;6.7669;True;True;0.1892;0.8309;0.4002;2.4423;63.0472;5.2771;0.1472;0.8204;0.4781;0.0618;-0.1073;0.1740;-154.2489;0.1469;0.7899;0.4794;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11472;17.0089;-0.0323;1.1522;0.1082;28.2234;18.4810;6.9398;True;True;0.1898;0.8362;0.4028;359.8223;60.5421;1.4880;0.1447;0.8315;0.4795;-0.0060;0.2434;-0.0367;-150.3343;0.1445;0.8012;0.4832;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
11476;17.0646;-0.0337;1.1521;0.1088;28.0991;18.3829;7.3395;True;True;0.1909;0.8453;0.4010;359.7015;57.4782;358.2756;0.1417;0.8456;0.4752;0.0327;0.1467;-0.0275;-147.6759;0.1405;0.8155;0.4804;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;57d16587-4a26-4a0b-8df8-63c4be113c20;False;
11480;17.1192;-0.0355;1.1523;0.1091;27.9647;17.8656;7.6925;True;True;0.1937;0.8585;0.3982;0.0157;56.0454;354.2369;0.1427;0.8651;0.4710;0.0605;0.3513;-0.0905;-145.2819;0.1401;0.8354;0.4777;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;57d16587-4a26-4a0b-8df8-63c4be113c20;False;
11484;17.1758;-0.0374;1.1526;0.1086;27.8091;16.9181;7.8654;True;True;0.1980;0.8780;0.3952;359.7401;54.1531;350.8697;0.1450;0.8898;0.4658;0.0709;0.3426;-0.0681;-143.7539;0.1412;0.8606;0.4739;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;57d16587-4a26-4a0b-8df8-63c4be113c20;False;
