Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;RingPosition_x;RingPosition_y;RingPosition_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;PalmPosition_x;PalmPosition_y;PalmPosition_z;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;GrabIdentifier;MovedCorrectly;
4560;0.7711;0.0292;1.1840;0.0137;24.9267;20.9818;7.1193;True;True;0.2333;0.9443;0.0229;31.3857;77.7814;13.0675;0.2023;0.9259;0.1044;-0.3324;2.8698;-0.3016;-176.1940;0.1888;0.8992;0.0985;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4564;0.8266;0.0308;1.1833;0.0153;25.4741;22.1468;7.5840;True;True;0.2358;1.0189;0.0330;31.3620;65.7702;350.5180;0.2042;1.0303;0.1155;0.2144;0.4265;0.4610;-179.2826;0.1879;1.0046;0.1180;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4568;0.8815;0.0294;1.1842;0.0172;24.9228;21.4527;8.0759;True;True;0.2530;1.0158;0.0897;16.4734;54.8828;323.7755;0.2213;1.0648;0.1570;0.2774;-0.0764;1.3664;-166.9505;0.2053;1.0433;0.1716;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4572;0.9391;0.0264;1.1850;0.0183;24.2360;20.0734;8.2530;True;True;0.2611;1.0239;0.1565;0.0728;55.8999;324.7839;0.2183;1.0733;0.2170;0.1075;0.0425;1.0458;-156.5739;0.2080;1.0509;0.2350;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4576;0.9935;0.0230;1.1859;0.0211;23.2569;19.1332;8.1680;True;True;0.2591;1.0265;0.2104;359.8260;62.4497;340.3351;0.2185;1.0542;0.2846;-0.0702;0.0325;0.9021;-161.2870;0.2135;1.0272;0.2978;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4580;1.0493;0.0197;1.1862;0.0251;22.6467;18.8677;8.3412;True;True;0.2624;1.0082;0.2670;4.9774;67.4022;0.8712;0.2264;1.0047;0.3484;0.0059;-0.3643;0.9290;-165.8089;0.2241;0.9744;0.3514;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4584;1.1057;0.0158;1.1853;0.0303;22.4611;18.7623;8.7320;True;True;0.2564;0.9815;0.3008;1.0786;62.5963;9.8906;0.2144;0.9639;0.3774;-0.1071;-0.4287;0.4130;-162.2667;0.2159;0.9334;0.3769;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4588;1.1614;0.0116;1.1838;0.0360;22.6841;18.5560;9.4681;True;True;0.2446;0.9636;0.3086;355.3057;65.8706;13.7535;0.2098;0.9401;0.3872;-0.3461;-0.2449;-0.0846;-161.1574;0.2148;0.9100;0.3859;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4592;1.2161;0.0076;1.1813;0.0411;23.5513;18.4937;10.1839;True;True;0.2317;0.9420;0.3252;351.6504;71.9064;19.3725;0.2088;0.9103;0.4052;-0.1765;-0.3622;0.3320;-166.1819;0.2163;0.8810;0.4012;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4596;1.2721;0.0044;1.1794;0.0465;23.7540;18.5428;10.6511;True;True;0.2222;0.9322;0.3262;352.5373;70.5276;24.5566;0.1988;0.8931;0.4028;-0.1647;-0.1045;-0.0774;-166.1273;0.2069;0.8644;0.3962;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4600;1.3277;0.0012;1.1771;0.0512;24.0328;18.3190;11.4497;True;True;0.2152;0.9321;0.3207;353.3707;69.9059;27.1048;0.1914;0.8895;0.3952;-0.1171;-0.0195;-0.0188;-166.4896;0.1995;0.8611;0.3874;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4604;1.3828;-0.0013;1.1753;0.0547;24.6010;17.8730;12.0486;True;True;0.2114;0.9279;0.3271;351.5624;70.1163;27.6064;0.1894;0.8848;0.4019;-0.0324;-0.1562;0.2420;-167.3363;0.1984;0.8567;0.3940;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4608;1.4394;-0.0035;1.1738;0.0574;25.3226;17.4471;11.8978;True;True;0.2062;0.9152;0.3388;347.6646;69.5932;28.0834;0.1866;0.8719;0.4141;-0.1120;-0.2255;0.1274;-167.8447;0.1975;0.8443;0.4068;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4612;1.4942;-0.0050;1.1729;0.0592;25.2937;17.2499;11.8677;True;True;0.2021;0.9036;0.3429;345.2539;68.1651;30.0261;0.1835;0.8581;0.4172;-0.0594;-0.1800;0.0436;-168.2612;0.1959;0.8313;0.4096;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4616;1.5503;-0.0059;1.1723;0.0602;25.2170;17.2202;12.0892;True;True;0.2019;0.8988;0.3439;346.2196;66.8478;30.3296;0.1810;0.8528;0.4173;0.0025;-0.0657;0.0246;-167.6893;0.1932;0.8259;0.4097;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4620;1.6066;-0.0063;1.1717;0.0605;25.4399;17.5843;11.9697;True;True;0.2039;0.8956;0.3480;345.1797;66.4429;30.2884;0.1833;0.8498;0.4216;0.0504;-0.0694;0.0731;-167.1859;0.1960;0.8230;0.4143;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4624;1.6607;-0.0057;1.1716;0.0604;25.4440;17.7700;11.9603;True;True;0.2099;0.8876;0.3500;341.5943;66.9924;30.8333;0.1929;0.8419;0.4245;0.1100;-0.2070;-0.0036;-167.6431;0.2072;0.8158;0.4175;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4628;1.7173;-0.0053;1.1716;0.0603;25.4043;17.6972;11.8143;True;True;0.2133;0.8773;0.3503;340.1590;68.4936;31.0256;0.1995;0.8317;0.4255;0.0447;-0.1634;0.0069;-168.7221;0.2142;0.8059;0.4183;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4632;1.7729;-0.0043;1.1722;0.0606;25.2390;17.5486;11.7422;True;True;0.2157;0.8704;0.3524;341.0489;68.7417;31.0683;0.2016;0.8245;0.4275;0.0392;-0.1187;0.0386;-168.6600;0.2159;0.7986;0.4200;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4636;1.8284;-0.0042;1.1718;0.0611;25.2161;17.1477;11.4052;True;True;0.2180;0.8591;0.3531;341.6385;68.7164;30.8654;0.2033;0.8133;0.4281;0.0742;-0.2621;0.0238;-168.2617;0.2173;0.7873;0.4206;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4640;1.8830;-0.0040;1.1715;0.0616;25.4171;16.8534;11.5905;True;True;0.2202;0.8436;0.3532;341.7281;68.3610;30.5781;0.2047;0.7982;0.4283;0.0562;-0.2505;-0.0174;-167.7989;0.2187;0.7720;0.4210;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4644;1.9385;-0.0043;1.1709;0.0624;25.4854;16.5835;11.7922;True;True;0.2254;0.8339;0.3531;342.1042;64.2880;25.4931;0.2008;0.7949;0.4294;0.1312;-0.1617;0.0659;-165.4540;0.2142;0.7678;0.4255;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4648;1.9949;-0.0045;1.1713;0.0635;25.3439;16.1834;11.9810;True;True;0.2325;0.8313;0.3543;345.3900;61.6458;14.4547;0.1959;0.8071;0.4319;0.1275;-0.0125;0.0099;-158.1087;0.2057;0.7782;0.4331;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4652;2.0503;-0.0053;1.1711;0.0642;25.4766;15.8622;12.0376;True;True;0.2374;0.8372;0.3551;348.8755;62.7991;11.6123;0.1999;0.8170;0.4334;0.0419;0.1292;0.0266;-154.2386;0.2075;0.7875;0.4349;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4656;2.1059;-0.0057;1.1714;0.0645;25.5136;15.5753;12.2138;True;True;0.2353;0.8509;0.3570;349.6230;62.8027;11.4436;0.1974;0.8310;0.4351;-0.0585;0.3009;0.0276;-154.4190;0.2046;0.8014;0.4365;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4660;2.1615;-0.0065;1.1709;0.0638;25.6588;15.3472;12.1160;True;True;0.2315;0.8785;0.3531;352.7251;61.4441;7.2898;0.1896;0.8648;0.4305;-0.0617;0.4932;-0.0785;-153.5846;0.1943;0.8347;0.4333;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4664;2.2171;-0.0072;1.1712;0.0625;25.7173;15.1214;11.9990;True;True;0.2258;0.9022;0.3523;357.3492;61.2336;4.4943;0.1821;0.8928;0.4294;-0.0861;0.3214;0.0594;-154.0171;0.1839;0.8625;0.4323;True;False;False;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4668;2.2721;-0.0093;1.1719;0.0614;25.4294;13.8339;11.5800;True;True;0.2223;0.9148;0.3557;1.4038;60.0411;2.0672;0.1764;0.9093;0.4318;-0.0675;0.1930;0.0546;-153.9190;0.1757;0.8789;0.4348;True;False;False;1.0000;0.9760;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4672;2.3285;-0.0120;1.1724;0.0604;25.2033;11.4712;10.9040;True;True;0.2107;0.9296;0.3548;3.3351;57.8281;0.2322;0.1618;0.9270;0.4293;-0.2478;0.3178;-0.0227;-153.9999;0.1596;0.8967;0.4325;True;False;False;1.0000;0.9051;0.7511;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4676;2.3834;-0.0158;1.1727;0.0591;25.4402;7.9380;9.8153;True;True;0.1920;0.9497;0.3494;5.3371;51.5649;356.2516;0.1357;0.9533;0.4183;-0.4297;0.4139;-0.2474;-154.2195;0.1310;0.9234;0.4223;True;False;False;1.0000;0.8937;0.7393;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4680;2.4386;-0.0199;1.1724;0.0572;25.8147;3.5576;7.9554;True;True;0.1545;0.9758;0.3360;4.0565;41.6240;349.8058;0.0883;0.9893;0.3940;-0.9250;0.5187;-0.2992;-153.3945;0.0810;0.9603;0.3998;True;False;False;1.0000;0.8929;0.7376;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4684;2.4950;-0.0237;1.1726;0.0547;26.2475;359.1888;5.8403;True;True;0.1143;0.9956;0.3265;5.0404;37.0107;347.9647;0.0443;1.0119;0.3791;-0.6622;0.2437;-0.0372;-156.2226;0.0355;0.9832;0.3846;True;False;False;1.0000;0.8907;0.7331;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4688;2.5508;-0.0279;1.1731;0.0525;26.2751;355.5424;4.2086;True;True;0.0753;1.0005;0.3273;8.0386;36.3050;347.7425;0.0052;1.0172;0.3797;-0.7295;0.0201;0.0294;-159.8944;-0.0046;0.9886;0.3839;True;False;False;1.0000;0.8882;0.7287;0.5992;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4692;2.6064;-0.0321;1.1744;0.0507;26.0018;352.9466;3.3809;True;True;0.0367;0.9979;0.3217;9.5345;34.9091;347.7443;-0.0344;1.0146;0.3727;-0.5442;-0.0375;-0.1473;-163.1882;-0.0447;0.9860;0.3761;True;False;False;1.0000;0.8815;0.7221;0.5909;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4696;2.6607;-0.0364;1.1746;0.0491;26.1464;351.1856;2.7542;True;True;0.0078;0.9844;0.3202;11.7137;31.7202;346.7552;-0.0653;1.0025;0.3679;-0.6345;-0.4592;0.2495;-163.6601;-0.0767;0.9743;0.3700;True;False;False;1.0000;0.8817;0.7202;0.5865;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4700;2.7170;-0.0400;1.1740;0.0481;26.6373;349.8013;2.2534;True;True;-0.0207;0.9563;0.3504;12.8536;29.3351;349.2627;-0.0965;0.9706;0.3948;-0.4263;-0.5710;0.7392;-160.0273;-0.1073;0.9420;0.3953;True;False;False;1.0000;0.8861;0.7231;0.5863;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4704;2.7729;-0.0431;1.1719;0.0483;27.5370;348.7943;1.2555;True;True;-0.0455;0.9232;0.3820;8.2046;27.2502;352.8084;-0.1244;0.9321;0.4222;-0.3894;-0.5734;0.4336;-153.7260;-0.1325;0.9027;0.4235;True;False;False;1.0000;0.8819;0.7194;0.5776;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4708;2.8281;-0.0451;1.1701;0.0495;28.2675;348.5006;0.5843;True;True;-0.0541;0.8957;0.3749;4.7085;28.3188;356.6110;-0.1331;0.8988;0.4160;-0.1196;-0.3755;-0.2164;-152.1880;-0.1387;0.8688;0.4180;True;False;False;1.0000;0.8706;0.7154;0.5679;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4712;2.8833;-0.0464;1.1691;0.0511;28.5832;348.7650;0.5671;True;True;-0.0589;0.8786;0.3749;2.7531;30.3701;5.5805;-0.1363;0.8677;0.4177;-0.0061;-0.2678;0.0260;-154.5726;-0.1371;0.8372;0.4184;True;False;False;1.0000;0.8677;0.7115;0.5559;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4716;2.9383;-0.0476;1.1689;0.0530;28.5776;349.0416;0.7957;True;True;-0.0577;0.8689;0.3727;359.5663;31.3172;11.7669;-0.1325;0.8484;0.4165;0.0649;-0.1163;-0.0595;-157.0677;-0.1297;0.8180;0.4170;True;False;False;1.0000;0.8744;0.7168;0.5572;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4720;2.9953;-0.0486;1.1686;0.0545;28.6098;349.1433;1.0687;True;True;-0.0594;0.8577;0.3746;357.6354;34.3431;17.2755;-0.1292;0.8289;0.4218;-0.0714;-0.2225;0.0717;-159.8547;-0.1234;0.7989;0.4213;True;False;False;1.0000;0.8873;0.7269;0.5552;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4724;3.0505;-0.0490;1.1677;0.0555;28.8930;349.0667;1.3129;True;True;-0.0627;0.8580;0.3737;0.4059;36.5633;24.6386;-0.1280;0.8187;0.4199;-0.0822;0.0544;0.0580;-162.6400;-0.1200;0.7895;0.4157;True;False;False;1.0000;0.8939;0.7271;0.5334;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4728;3.1062;-0.0487;1.1665;0.0553;29.3985;349.0164;1.4281;True;True;-0.0663;0.8683;0.3756;2.3551;38.0985;29.4648;-0.1286;0.8225;0.4200;-0.0606;0.2351;0.0219;-162.8052;-0.1194;0.7942;0.4133;True;False;False;1.0000;0.8961;0.7194;0.5214;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4732;3.1613;-0.0479;1.1660;0.0546;29.7183;349.2305;1.1748;True;True;-0.0731;0.8802;0.3760;0.5456;38.6624;32.9700;-0.1317;0.8298;0.4203;-0.1543;0.2134;-0.0280;162.5085;-0.1207;0.8022;0.4132;True;False;False;1.0000;0.8676;0.6834;0.4372;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4736;3.2174;-0.0474;1.1665;0.0537;29.5387;349.6653;1.1825;True;True;-0.0806;0.8880;0.3703;357.7574;39.5893;35.3397;-0.1352;0.8345;0.4161;-0.0850;0.0651;-0.1443;162.8434;-0.1226;0.8076;0.4091;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;a679efca-e3f3-472e-bf12-dbf8e1175d84;False;
4740;3.2733;-0.0469;1.1673;0.0527;29.0964;350.0860;1.1704;True;True;-0.0838;0.8892;0.3657;356.8520;39.9435;36.1170;-0.1370;0.8348;0.4121;-0.0354;-0.0030;-0.0470;163.1385;-0.1239;0.8082;0.4051;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;True;
4744;3.3279;-0.0470;1.1683;0.0519;28.8690;350.3284;1.2455;True;True;-0.0845;0.8879;0.3655;358.2436;39.5464;36.0111;-0.1389;0.8336;0.4105;-0.0256;-0.0274;0.0049;162.7605;-0.1262;0.8068;0.4032;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4748;3.3830;-0.0474;1.1688;0.0514;28.6196;350.2433;1.3099;True;True;-0.0863;0.8872;0.3648;358.8156;40.4079;36.3195;-0.1402;0.8326;0.4100;-0.0467;-0.0148;-0.0258;162.6434;-0.1277;0.8058;0.4022;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4752;3.4386;-0.0484;1.1692;0.0517;28.5189;350.1430;1.3155;True;True;-0.0866;0.8881;0.3647;358.6696;41.0269;36.4092;-0.1398;0.8334;0.4106;0.0101;0.0571;0.0154;162.8987;-0.1273;0.8067;0.4026;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4756;3.4959;-0.0492;1.1693;0.0542;28.1536;350.3001;0.7369;True;True;-0.0852;0.8952;0.3663;359.4173;41.1375;36.1117;-0.1390;0.8408;0.4119;0.0373;0.1726;0.0366;162.5069;-0.1269;0.8140;0.4038;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4760;3.5507;-0.0481;1.1680;0.0573;28.6291;352.1973;1.8196;True;True;-0.0700;0.9311;0.3738;3.8494;41.4224;32.2520;-0.1288;0.8818;0.4191;0.4008;0.8075;0.1565;160.7772;-0.1194;0.8540;0.4105;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4764;3.6070;-0.0460;1.1661;0.0598;29.6822;355.3566;3.2311;True;True;-0.0432;0.9800;0.3767;5.2822;36.6884;18.3868;-0.1129;0.9499;0.4232;0.5862;1.0067;-0.1090;160.3313;-0.1091;0.9199;0.4189;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4768;3.6606;-0.0424;1.1654;0.0624;30.0548;359.9170;5.3510;True;True;0.0060;1.0418;0.3537;6.3604;34.1537;4.3958;-0.0688;1.0328;0.4013;1.1540;1.0062;-0.2884;162.2486;-0.0712;1.0024;0.4008;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4772;3.7178;-0.0362;1.1650;0.0643;29.8385;6.7660;8.3198;True;True;0.0619;1.0708;0.3473;8.0072;36.2108;356.2279;-0.0106;1.0745;0.3990;0.9506;0.0979;0.0088;161.7736;-0.0170;1.0447;0.4004;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4776;3.7734;-0.0292;1.1643;0.0649;29.4321;13.7054;11.4401;True;True;0.1174;1.0777;0.3414;2.3843;39.6913;355.5852;0.0481;1.0823;0.3971;0.9026;0.1090;-0.1578;159.7122;0.0434;1.0524;0.4014;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4780;3.8289;-0.0225;1.1633;0.0652;29.0533;18.4835;13.4957;True;True;0.1671;1.0657;0.3033;354.7658;46.6610;2.1684;0.1053;1.0599;0.3672;0.7920;-0.4506;-0.5754;160.4925;0.1065;1.0298;0.3723;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4784;3.8847;-0.0153;1.1619;0.0649;29.0765;21.8087;14.4829;True;True;0.2108;1.0317;0.2827;355.7837;53.3782;13.8374;0.1597;1.0080;0.3517;0.7205;-0.5994;-0.4452;161.0447;0.1647;0.9779;0.3513;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4788;3.9401;-0.0083;1.1615;0.0644;29.0694;24.6684;15.4062;True;True;0.2457;0.9988;0.2738;352.9851;57.6771;26.6185;0.2067;0.9569;0.3421;0.5559;-0.6637;0.1258;-161.2851;0.2164;0.9285;0.3364;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4792;3.9962;-0.0019;1.1621;0.0641;28.7885;25.9750;16.2603;True;True;0.2684;0.9652;0.2759;345.9482;63.7824;33.5113;0.2459;0.9152;0.3461;0.3325;-0.6072;-0.0152;-162.1941;0.2591;0.8890;0.3378;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
4796;4.0526;0.0027;1.1629;0.0647;28.4999;25.8537;16.1320;True;True;0.2599;0.9435;0.2673;346.1347;65.9198;32.6180;0.2394;0.8946;0.3388;-0.1176;-0.3339;-0.1495;-166.3339;0.2521;0.8682;0.3304;False;False;False;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;;False;
